A	B	C	D	term
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00189	vorG, porG; 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K03737	por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K06859	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K19243	azf; NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K13937	H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01783	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00616	TALDO1, talB, talA; transaldolase [EC:2.2.1.2]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K13812	fae-hps; bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K08093	hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K08094	hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K13831	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11214	SHPK; sedoheptulokinase [EC:2.7.1.14]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01621	xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01619	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00852	rbsK, RBKS; ribokinase [EC:2.7.1.15]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01839	deoB; phosphopentomutase [EC:5.4.2.7]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K22199	ppm; phosphopentomutase [EC:5.4.2.7]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K15779	PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K21056	E2.7.1.212; alpha-D-ribose-1-phosphate 5-kinase (ADP) [EC:2.7.1.212]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K26208	E2.7.1.239; alpha-D-ribose-1-phosphate 5-kinase (ATP) [EC:2.7.1.239]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18237	K18237; ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K05774	phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01690	edd; phosphogluconate dehydratase [EC:4.2.1.12]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17463	dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11395	kdpgA; 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18978	gapN; glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K22969	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K21840	HOX; hexose oxidase [EC:1.1.3.5]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18124	gdh2, gdhA; glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18125	ssgdh; aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00115	GLD; glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K19813	gdh; glucose dehydrogenase [EC:1.1.5.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01053	gnl, RGN; gluconolactonase [EC:3.1.1.17]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K06151	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K06152	E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K22229	K22229; 2-ketogluconate reductase [EC:1.1.1.215]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11441	kguK; dehydrogluconokinase [EC:2.7.1.13]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00851	idnK, gntK; gluconokinase [EC:2.7.1.12]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K25031	gntK; gluconokinase [EC:2.7.1.12]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K05308	gnaD; gluconate/galactonate dehydratase [EC:4.2.1.140]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18126	sskdgK; 2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18127	kdgA; 2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K03738	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18020	cutA; glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18021	cutB; glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18022	cutC; glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K18128	gadh; D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11529	gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K22345	E4.3.1.9; glucosaminate ammonia-lyase [EC:4.3.1.9]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17464	dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17465	dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17466	dgaC; D-glucosaminate PTS system EIIC component
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17467	dgaD; D-glucosaminate PTS system EIID component
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K17468	dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11645	fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01622	K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K16306	K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K11532	glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K01086	fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K04041	fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K24182	PFK9; 6-phosphofructokinase [EC:2.7.1.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K16370	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00918	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00895	pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K22539	PLY; pectate lyase [EC:4.2.2.2]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01728	pel; pectate lyase [EC:4.2.2.2]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K19551	pelC; pectate lyase C [EC:4.2.2.2 4.2.2.10]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01731	pelW; pectate disaccharide-lyase [EC:4.2.2.9]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K22994	pelX; pectate disaccharide-lyase [EC:4.2.2.9]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01730	ogl; oligogalacturonide lyase [EC:4.2.2.6]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K26933	kdgF; unsaturated pyranuronate lyase [EC:4.2.99.25]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01815	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K22933	lplD; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01812	uxaC; glucuronate isomerase [EC:5.3.1.12]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01685	uxaA; altronate hydrolase [EC:4.2.1.7]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K16849	uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K16850	uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01686	uxuA; mannonate dehydratase [EC:4.2.1.8]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K08323	rspA, manD; mannonate dehydratase [EC:4.2.1.8]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00040	uxuB; fructuronate reductase [EC:1.1.1.57]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K21619	uxaE; tagaturonate epimerase [EC:5.1.2.7]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K08322	rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K18106	GAAA; D-galacturonate reductase [EC:1.1.1.-]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K19634	gar1; D-galacturonate reductase [EC:1.1.1.365]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K18102	GAAB, LGD1; L-galactonate dehydratase [EC:4.2.1.146]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K18103	GAAC, LGA1; L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K18107	GAAD; L-glyceraldehyde reductase [EC:1.1.1.372]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K14756	KL; klotho [EC:3.2.1.31]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K16190	GLCAK; glucuronokinase [EC:2.7.1.43]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K12447	USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K13247	CRYL1; L-gulonate 3-dehydrogenase [EC:1.1.1.45]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K08092	dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00880	lyxK; L-xylulokinase [EC:2.7.1.53]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K03078	ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K03079	ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K03077	araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01783	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01804	araA; L-arabinose isomerase [EC:5.3.1.4]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00853	araB; L-ribulokinase [EC:2.7.1.16]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K24707	E2.7.1.16; ribulokinase [EC:2.7.1.16]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01805	xylA; xylose isomerase [EC:5.3.1.5]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00594	xyoA, aldO; alditol oxidase [EC:1.1.3.41]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K17743	XYL1, XYRA; D-xylose reductase [EC:1.1.1.307 1.1.1.430 1.1.1.431]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K26066	XYRB; D-xylose/L-arabinose reductase (NADPH) [EC:1.1.1.431 1.1.1.-]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K03331	DCXR; L-xylulose reductase [EC:1.1.1.10]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K25879	LXRA; L-xylulose reductase [EC:1.1.1.10]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K25880	LADA; L-arabinitol 4-dehydrogenase [EC:1.1.1.12]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K25881	LARA; L-arabinose reductase [EC:1.1.1.-]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01820	rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00848	rhaB; rhamnulokinase [EC:2.7.1.5]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K01629	rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K17738	ARD; D-arabinitol 2-dehydrogenase [EC:1.1.1.250]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K17818	ARD1; D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K09988	lyxA; D-lyxose ketol-isomerase [EC:5.3.1.15]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K05351	E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K22185	xylB; D-xylose 1-dehydrogenase [EC:1.1.1.175]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K14273	xdh; D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming) [EC:1.1.1.179]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K14274	xylC; xylono-1,5-lactonase [EC:3.1.1.110]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K24442	xacA; D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming) [EC:1.1.1.424]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K24443	xacC; D-xylono/L-arabinono-1,4-lactonase [EC:3.1.1.68 3.1.1.15]
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K14275	xad; D-xylonate dehydratase [EC:4.2.1.82]
